Name: CGT西语咪咕, URL: http://goo.bkpcp.top/mg/cgtne$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://101.66.198.42:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 1091 ms, Speed: 0.46 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://58.220.219.14:9901/tsfile/live/0015_1.m3u8?key=txiptv$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://60.223.224.176:8888/newlive/live/hls/17/live.m3u8?$订阅源, IPv_Type: ipv4, Date: None, Delay: 3366 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV15, URL: http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://112.99.193.34:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV15, URL: http://116.9.204.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 472 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV15, URL: http://123.129.70.178:9901/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://vpn.csdaxing.com:9907/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2047 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV15, URL: http://116.117.104.248:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2006 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://58.19.43.46:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 497 ms, Speed: 0.04 M/s, Resolution: 720x576
Name: CCTV15, URL: http://116.117.107.84:9901/tsfile/live/0014_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 3354 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV15, URL: http://61.138.128.226:19901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2817 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV15, URL: http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 303 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 1652 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: rtsp://115.85.205.19/PLTV/88888910/224/3221225847/376430588.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 11057 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: rtsp://124.152.124.50/PLTV/88888910/224/3221225847/376430588.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10647 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://3501776.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: 5815 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://xiaoya.crccxw.top:35455/gaoma/cctv15.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 5080 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://14.155.198.157:1212/gaoma/cctv15.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://146.56.162.116:50001/TVOD/1000000005000265014/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 3003 ms, Speed: 1.24 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://146.56.144.225:50001/TVOD/1000000005000265014/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 4946 ms, Speed: 1.27 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://42.48.105.224:9002/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV15, URL: http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-15-HQ/G_CCTV-15-HQ.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2185 ms, Speed: 1.64 M/s, Resolution: None
Name: CCTV15, URL: http://223.112.219.174:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://183.3.134.56:9901/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 18 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://180.140.134.35:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2717 ms, Speed: 0.43 M/s, Resolution: 720x576
Name: CCTV15, URL: http://221.2.148.205:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://60.29.124.66:6080/hls/26/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV15, URL: http://113.218.229.47:8081/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV15, URL: http://60.172.130.146:352/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://227w9f5104.zicp.fun:35455/gaoma/cctv15.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 584 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://112.81.218.254:35455/gaoma/cctv15.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 242 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://36.105.100.208:35455/gaoma/cctv15.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2245 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://home.kuaidi521.com:35455/gaoma/cctv15.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 288 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://111.160.17.2:59901/tsfile/live/0001_16.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://222.134.245.16:9901/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://183.11.239.36:808/hls/102/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 557 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://182.91.124.224:9901/tsfile/live/1051_1.m3u8?key=txiptv$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV15, URL: http://z.b.bkpcp.top/m.php?id=cctv15$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://php.jdshipin.com/TVOD/hljyd.php?id=3221226476$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://101.66.199.89:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://1.24.39.180:9003/hls/15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 501 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV15, URL: http://219.128.121.202:59901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://101.66.198.50:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://60.12.183.46:9901/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://504099760.qicp.vip:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://lt.hxtre.com:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://183.94.1.118:8801/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://193.134.211.158:50001/TVOD/1000000005000265014/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2819 ms, Speed: 1.07 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://www.7891136.xyz:50001/TVOD/5000000011000031109/bestzb/index.m3u8?ace$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://121.17.146.48:50003/hls/15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://104.168.123.140:50001/TVOD/1000000005000265014/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://121.17.146.47:50003/hls/15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 1753 ms, Speed: 1.04 M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://39.134.64.87:6610/PLTV/88888888/224/3221226476/index.m3u8?IASHttpSessionId=$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EFQ8BWVFffGkwLTLNv7CwFQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM7I2coCeiP5K0pSIMZqcUB%2CEND$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EWyklhmFh7oMx-lG1tNUcSQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://goo.bkpcp.top/mg/CCTV-15音乐音乐$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://livetv.wqwqwq.sbs/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://101.66.198.93:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031109/index.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=3$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000008163/1.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://58.19.38.162:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://39.164.160.249:9901/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2840 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV15, URL: http://124.93.18.238:9003//hls/15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://120.197.43.179:9901/tsfile/live/0016_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV15, URL: http://120.76.248.139/live/bfgd/4200000133.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://yc.myds.me:35455/itv/1000000005000265014.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://123.163.21.135:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://171.88.22.147:4022/rtp/239.93.0.103:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://119.91.33.253/migu.php?id=cctv15$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://tvbox6.icu/tv/migu.php?id=cctv15$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://171.15.18.199:8180/TV00000000000000000015@HHZT$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://opp.jutonet.net:8180/TV00000000000000000015@HHZT$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://36.25.232.33:8888/udp/233.50.201.15:5140$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://115.221.83.182:8888/udp/233.50.201.15:5140$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://123.182.60.29:9002/hls/15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000512$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226616/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV15, URL: http://119.32.12.32:2901/udp/224.1.100.42:11111$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV15, URL: http://148.135.93.213/live.php?id=CCTV15$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: http://148.135.68.187:50001/TVOD/1000000006000233002/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 5187 ms, Speed: 1.38 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://202.168.187.208:9089/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2215 ms, Speed: 1.79 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://183.223.157.123:85/tsfile/live/0012_1.m3u8?key=txiptv$订阅源, IPv_Type: ipv4, Date: None, Delay: 4003 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://1.180.2.93:9901/tsfile/live/1020_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://45.8.113.249:50001/TVOD/1000000006000233002/ystenlive/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://211.67.191.23/hls/cctv16hd/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 395 ms, Speed: 0.37 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://219.135.180.210:18888/hls/31/index.m3u8#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4867&tk=a0c4f6cfaba3#http://dms.yryyj.site:8188/udp/239.76.246.98:1234#http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EX9goLRw26BM_r54des2PAw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPt5W7-RovMDpE-7B-0PhHw%2CEND#http://223.145.224.77:8000/udp/239.76.246.98:1234#http://114.252.238.87:8000/udp/239.3.1.183:8001#http://223.145.224.76:8000/udp/239.76.246.98:1234#http://114.252.238.87:8000/udp/239.3.1.184:8001#http://14.112.86.85:4022/udp/239.77.0.165:5146#http://223.145.224.77:8000/udp/239.76.253.98:9000#http://125.89.163.44:8888/udp/239.77.0.165:5146#http://223.145.224.76:8000/udp/239.76.253.98:9000#http://drive.mxmy.net:8888/udp/239.3.1.184:8001$订阅源, IPv_Type: ipv4, Date: None, Delay: 246 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://42.225.117.174:11199/tsfile/live/0015_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2247 ms, Speed: 0.52 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 996 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://220.164.192.48:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://39.170.52.236:808/hls/16/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 186 ms, Speed: 0.07 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://api3.52tb.xyz/info?id=156&token=20221127jxwhhemby$订阅源, IPv_Type: ipv4, Date: None, Delay: 2858 ms, Speed: 0.04 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://111.160.17.2:59901/tsfile/live/0001_17.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 5320 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://14.155.198.157:1212/gaoma/cctv16.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://112.81.218.254:35455/gaoma/cctv16.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 242 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://3501776.xyz:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: 5815 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 18 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://36.105.100.208:35455/gaoma/cctv16.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2245 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://home.kuaidi521.com:35455/gaoma/cctv16.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 288 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://183.11.239.36:808/hls/169/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 557 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: http://120.55.49.231:3095/rtp/233.50.201.192:5140$组播源, IPv_Type: ipv4, Date: None, Delay: 3353 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 5 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV16, URL: http://121.19.134.222:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: http://home.wwang.pw:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: 615 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://gmxw.7766.org:808/hls/169/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 463 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV16, URL: http://api2.52tb.xyz/info?id=18&token=20230218zdxlqr#rtsp://221.7.61.147/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 3964 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV16, URL: http://58.17.48.228:808/hls/25/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 720x576
Name: CCTV16, URL: http://222.219.183.103:8089/hls/16/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: rtsp://180.95.143.19/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10007 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: rtsp://116.176.26.18/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10007 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 233 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV16, URL: http://mvfn.zhch1968.com:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV16, URL: rtsp://115.85.205.19/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 11057 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: rtsp://124.152.124.50/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10647 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: rtsp://221.7.61.147/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10017 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV16, URL: rtsp://60.13.23.179/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil$订阅源, IPv_Type: ipv4, Date: None, Delay: 10012 ms, Speed: 0.00 M/s, Resolution: None
